NULL,NULL,许昌市,269512-129,襄城县双庙上寨2,269512,襄城县双庙上寨2,38400,173,NULL,NULL,18882,诺西,113.59425,33.90772,宏站,100,NULL,NULL,NULL,NULL,NULL,4
NULL,NULL,许昌市,269512-130,襄城县双庙上寨3,269512,襄城县双庙上寨3,38400,172,NULL,NULL,18882,诺西,113.59425,33.90772,宏站,260,NULL,NULL,NULL,NULL,NULL,5
NULL,NULL,许昌市,269513-128,学院路与北环路交叉口1,269513,学院路与北环路交叉口1,38400,271,NULL,NULL,14667,诺西,113.85603,34.06783,宏站,0,NULL,NULL,NULL,NULL,NULL,24
NULL,NULL,许昌市,269513-129,学院路与北环路交叉口2,269513,学院路与北环路交叉口2,38400,272,NULL,NULL,14667,诺西,113.85603,34.06783,宏站,120,NULL,NULL,NULL,NULL,NULL,23
NULL,NULL,许昌市,269513-130,学院路与北环路交叉口3,269513,学院路与北环路交叉口3,38400,270,NULL,NULL,14667,诺西,113.85603,34.06783,宏站,240,NULL,NULL,NULL,NULL,NULL,25
NULL,NULL,许昌市,269514-128,襄城县汉能电厂1,269514,襄城县汉能电厂1,38400,315,NULL,NULL,18881,诺西,113.49705,33.79831,宏站,0,NULL,NULL,NULL,NULL,NULL,9
NULL,NULL,许昌市,269514-129,襄城县汉能电厂2,269514,襄城县汉能电厂2,38400,316,NULL,NULL,18881,诺西,113.49705,33.79831,宏站,120,NULL,NULL,NULL,NULL,NULL,8
NULL,NULL,许昌市,269514-130,襄城县汉能电厂3,269514,襄城县汉能电厂3,38400,317,NULL,NULL,18881,诺西,113.49705,33.79831,宏站,240,NULL,NULL,NULL,NULL,NULL,7
NULL,NULL,许昌市,269515-128,许昌县灵井西贠庄1,269515,许昌县灵井西贠庄1,38400,33,NULL,NULL,14570,诺西,113.63535,34.04966,宏站,0,NULL,NULL,NULL,NULL,NULL,24
NULL,NULL,许昌市,269515-129,许昌县灵井西贠庄2,269515,许昌县灵井西贠庄2,38400,34,NULL,NULL,14570,诺西,113.63535,34.04966,宏站,120,NULL,NULL,NULL,NULL,NULL,23
NULL,NULL,许昌市,269515-130,许昌县灵井西贠庄3,269515,许昌县灵井西贠庄3,38400,35,NULL,NULL,14570,诺西,113.63535,34.04966,宏站,240,NULL,NULL,NULL,NULL,NULL,22
NULL,NULL,许昌市,269516-128,鄢陵县石庄西1,269516,鄢陵县石庄西1,38400,141,NULL,NULL,14715,诺西,114.21698,34.09635,宏站,0,NULL,NULL,NULL,NULL,NULL,18
NULL,NULL,许昌市,269516-129,鄢陵县石庄西2,269516,鄢陵县石庄西2,38400,142,NULL,NULL,14715,诺西,114.21698,34.09635,宏站,120,NULL,NULL,NULL,NULL,NULL,17
NULL,NULL,许昌市,269516-130,鄢陵县石庄西3,269516,鄢陵县石庄西3,38400,143,NULL,NULL,14715,诺西,114.21698,34.09635,宏站,240,NULL,NULL,NULL,NULL,NULL,16
NULL,NULL,许昌市,269517-128,鄢陵县百花路南段1,269517,鄢陵县百花路南段1,38400,234,NULL,NULL,18880,诺西,114.21687,34.07503,宏站,0,NULL,NULL,NULL,NULL,NULL,11
NULL,NULL,许昌市,269517-129,鄢陵县百花路南段2,269517,鄢陵县百花路南段2,38400,235,NULL,NULL,18880,诺西,114.21687,34.07503,宏站,120,NULL,NULL,NULL,NULL,NULL,10
NULL,NULL,许昌市,269517-130,鄢陵县百花路南段3,269517,鄢陵县百花路南段3,38400,236,NULL,NULL,18880,诺西,114.21687,34.07503,宏站,240,NULL,NULL,NULL,NULL,NULL,9
NULL,NULL,许昌市,269518-128,襄城县百安粮油1,269518,襄城县百安粮油1,38400,255,NULL,NULL,14394,诺西,113.51873,33.87133,宏站,0,NULL,NULL,NULL,NULL,NULL,3
NULL,NULL,许昌市,269518-129,襄城县百安粮油2,269518,襄城县百安粮油2,38400,256,NULL,NULL,14394,诺西,113.51873,33.87133,宏站,120,NULL,NULL,NULL,NULL,NULL,2
NULL,NULL,许昌市,269518-130,襄城县百安粮油3,269518,襄城县百安粮油3,38400,257,NULL,NULL,14394,诺西,113.51873,33.87133,宏站,240,NULL,NULL,NULL,NULL,NULL,1
NULL,NULL,许昌市,269519-128,鄢陵县联通花溪温泉西1,269519,鄢陵县联通花溪温泉西1,38400,242,NULL,NULL,14426,诺西,114.08764,34.11053,宏站,0,NULL,NULL,NULL,NULL,NULL,18
NULL,NULL,许昌市,269519-129,鄢陵县联通花溪温泉西2,269519,鄢陵县联通花溪温泉西2,38400,241,NULL,NULL,14426,诺西,114.08764,34.11053,宏站,120,NULL,NULL,NULL,NULL,NULL,19
NULL,NULL,许昌市,269519-130,鄢陵县联通花溪温泉西3,269519,鄢陵县联通花溪温泉西3,38400,240,NULL,NULL,14426,诺西,114.08764,34.11053,宏站,240,NULL,NULL,NULL,NULL,NULL,20
NULL,NULL,许昌市,269520-128,长葛市联通孙庄1,269520,长葛市联通孙庄1,38400,89,NULL,NULL,14346,诺西,113.76189,34.24582,宏站,0,NULL,NULL,NULL,NULL,NULL,18
NULL,NULL,许昌市,269520-129,长葛市联通孙庄2,269520,长葛市联通孙庄2,38400,88,NULL,NULL,14346,诺西,113.76189,34.24582,宏站,120,NULL,NULL,NULL,NULL,NULL,19
NULL,NULL,许昌市,269520-130,长葛市联通孙庄3,269520,长葛市联通孙庄3,38400,87,NULL,NULL,14346,诺西,113.76189,34.24582,宏站,260,NULL,NULL,NULL,NULL,NULL,20
